Item,Subject_Gender,Object_Gender,Word,WordNo,RT
17,match,mis,Al,12.0,379.6666666666667
17,match,mis,sinds,13.0,276.6666666666667
17,match,mis,jaren,14.0,240.66666666666666
17,match,mis,gaf,15.0,254.33333333333334
17,match,mis,hij,16.0,433.0
17,match,mis,vrijwel,17.0,236.66666666666666
17,match,mis,niets,18.0,335.6666666666667
17,match,mis,om,19.0,326.0
17,match,mis,die,20.0,426.0
17,match,mis,regels.,21.0,942.3333333333334
17,mis,match,De,1.0,927.5
17,mis,match,minister,2.0,503.5
17,mis,match,kreeg,3.0,380.5
17,mis,match,van,4.0,379.0
17,mis,match,een,5.0,360.5
17,mis,match,boerin,6.0,334.5
17,mis,match,vragen,7.0,365.0
17,mis,match,over,8.0,351.0
17,mis,match,de,9.0,346.0
17,mis,match,nieuwe,10.0,370.0
17,mis,match,regelgeving.,11.0,848.5
17,mis,match,Al,12.0,364.0
17,mis,match,sinds,13.0,276.5
17,mis,match,jaren,14.0,362.5
17,mis,match,gaf,15.0,359.5
17,mis,match,zij,16.0,364.5
17,mis,match,vrijwel,17.0,368.5
17,mis,match,niets,18.0,373.0
17,mis,match,om,19.0,348.0
17,mis,match,die,20.0,371.5
17,mis,match,regels.,21.0,667.5
17,mis,mis,De,1.0,322.6666666666667
17,mis,mis,minister,2.0,380.6666666666667
17,mis,mis,kreeg,3.0,386.6666666666667
17,mis,mis,van,4.0,305.3333333333333
17,mis,mis,een,5.0,325.3333333333333
17,mis,mis,boer,6.0,330.0
17,mis,mis,vragen,7.0,338.6666666666667
17,mis,mis,over,8.0,334.3333333333333
17,mis,mis,de,9.0,295.6666666666667
17,mis,mis,nieuwe,10.0,292.0
17,mis,mis,regelgeving.,11.0,958.0
17,mis,mis,Al,12.0,414.3333333333333
17,mis,mis,sinds,13.0,346.0
17,mis,mis,jaren,14.0,302.0
17,mis,mis,gaf,15.0,359.3333333333333
17,mis,mis,zij,16.0,391.3333333333333
17,mis,mis,vrijwel,17.0,360.6666666666667
17,mis,mis,niets,18.0,380.0
17,mis,mis,om,19.0,346.6666666666667
17,mis,mis,die,20.0,362.0
17,mis,mis,regels.,21.0,524.0
18,match,match,De,1.0,606.0
18,match,match,decaan,2.0,297.5
18,match,match,sprak,3.0,416.5
18,match,match,met,4.0,309.5
18,match,match,slechts,5.0,253.5
18,match,match,één,6.0,426.0
18,match,match,kleuterleider,7.0,281.0
18,match,match,over,8.0,420.0
18,match,match,het,9.0,242.5
18,match,match,project,10.0,260.0
18,match,match,die,11.0,396.5
18,match,match,week.,12.0,1118.0
18,match,match,Al,13.0,367.0
18,match,match,enkele,14.0,200.0
18,match,match,dagen,15.0,257.0
18,match,match,vergat,16.0,185.0
18,match,match,hij,17.0,286.5
18,match,match,telkens,18.0,284.0
18,match,match,de,19.0,269.0
18,match,match,nieuwe,20.0,324.0
18,match,match,afspraak.,21.0,566.0
18,match,mis,De,1.0,299.6666666666667
18,match,mis,decaan,2.0,307.3333333333333
18,match,mis,sprak,3.0,467.3333333333333
18,match,mis,met,4.0,295.6666666666667
18,match,mis,slechts,5.0,297.6666666666667
18,match,mis,één,6.0,385.0
18,match,mis,kleuterleidster,7.0,397.3333333333333
18,match,mis,over,8.0,445.6666666666667
18,match,mis,het,9.0,303.0
18,match,mis,project,10.0,297.3333333333333
18,match,mis,die,11.0,351.3333333333333
18,match,mis,week.,12.0,432.3333333333333
18,match,mis,Al,13.0,341.6666666666667
18,match,mis,enkele,14.0,271.0
18,match,mis,dagen,15.0,246.66666666666666
18,match,mis,vergat,16.0,290.6666666666667
18,match,mis,hij,17.0,278.6666666666667
18,match,mis,telkens,18.0,303.3333333333333
18,match,mis,de,19.0,278.6666666666667
18,match,mis,nieuwe,20.0,336.0
18,match,mis,afspraak.,21.0,499.3333333333333
18,mis,match,De,1.0,352.3333333333333
18,mis,match,decaan,2.0,371.6666666666667
18,mis,match,sprak,3.0,272.0
18,mis,match,met,4.0,259.3333333333333
18,mis,match,slechts,5.0,316.6666666666667
18,mis,match,één,6.0,251.66666666666666
18,mis,match,kleuterleidster,7.0,392.0
18,mis,match,over,8.0,464.0
18,mis,match,het,9.0,301.3333333333333
18,mis,match,project,10.0,357.3333333333333
18,mis,match,die,11.0,311.0
18,mis,match,week.,12.0,394.6666666666667
18,mis,match,Al,13.0,450.0
18,mis,match,enkele,14.0,267.0
18,mis,match,dagen,15.0,276.6666666666667
18,mis,match,vergat,16.0,304.0
18,mis,match,zij,17.0,359.6666666666667
18,mis,match,telkens,18.0,324.0
18,mis,match,de,19.0,328.3333333333333
18,mis,match,nieuwe,20.0,421.6666666666667
18,mis,match,afspraak.,21.0,1212.3333333333333
18,mis,mis,De,1.0,294.0
18,mis,mis,decaan,2.0,195.0
18,mis,mis,sprak,3.0,256.0
18,mis,mis,met,4.0,322.3333333333333
18,mis,mis,slechts,5.0,242.33333333333334
18,mis,mis,één,6.0,258.3333333333333
18,mis,mis,kleuterleider,7.0,228.33333333333334
18,mis,mis,over,8.0,310.0
18,mis,mis,het,9.0,307.6666666666667
18,mis,mis,project,10.0,246.0
18,mis,mis,die,11.0,313.6666666666667
18,mis,mis,week.,12.0,401.6666666666667
18,mis,mis,Al,13.0,429.3333333333333
18,mis,mis,enkele,14.0,279.6666666666667
18,mis,mis,dagen,15.0,238.0
18,mis,mis,vergat,16.0,278.3333333333333
18,mis,mis,zij,17.0,205.0
18,mis,mis,telkens,18.0,267.3333333333333
18,mis,mis,de,19.0,262.3333333333333
18,mis,mis,nieuwe,20.0,231.66666666666666
18,mis,mis,afspraak.,21.0,307.0
19,match,match,De,1.0,426.4
19,match,match,bakker,2.0,648.8
19,match,match,had,3.0,582.8
19,match,match,een,4.0,445.4
19,match,match,stagiair,5.0,780.2
19,match,match,meer,6.0,565.6
19,match,match,aangenomen,7.0,518.0
19,match,match,dat,8.0,440.4
19,match,match,jaar.,9.0,742.2
19,match,match,Enkele,10.0,471.4
19,match,match,jaren,11.0,406.4
19,match,match,terug,12.0,429.4
19,match,match,kon,13.0,383.2
19,match,match,hij,14.0,434.0
19,match,match,al,15.0,415.4
19,match,match,echt,16.0,388.8
19,match,match,heerlijke,17.0,477.8
19,match,match,taarten,18.0,533.2
19,match,match,bakken.,19.0,556.8
19,match,mis,De,1.0,336.0
19,match,mis,bakker,2.0,259.6666666666667
19,match,mis,had,3.0,218.33333333333334
19,match,mis,een,4.0,237.0
19,match,mis,stagiaire,5.0,207.66666666666666
19,match,mis,meer,6.0,267.3333333333333
19,match,mis,aangenomen,7.0,208.33333333333334
19,match,mis,dat,8.0,388.0
19,match,mis,jaar.,9.0,347.0
19,match,mis,Enkele,10.0,390.3333333333333
19,match,mis,jaren,11.0,300.3333333333333
19,match,mis,terug,12.0,288.0
19,match,mis,kon,13.0,208.33333333333334
19,match,mis,hij,14.0,212.66666666666666
19,match,mis,al,15.0,209.33333333333334
19,match,mis,echt,16.0,201.0
19,match,mis,heerlijke,17.0,209.66666666666666
19,match,mis,taarten,18.0,258.6666666666667
19,match,mis,bakken.,19.0,402.0
19,mis,match,De,1.0,291.0
19,mis,match,bakker,2.0,312.6666666666667
19,mis,match,had,3.0,341.0
19,mis,match,een,4.0,316.6666666666667
19,mis,match,stagiaire,5.0,286.3333333333333
19,mis,match,meer,6.0,324.6666666666667
19,mis,match,aangenomen,7.0,308.6666666666667
19,mis,match,dat,8.0,509.6666666666667
19,mis,match,jaar.,9.0,555.3333333333334
19,mis,match,Enkele,10.0,403.6666666666667
19,mis,match,jaren,11.0,347.6666666666667
19,mis,match,terug,12.0,314.3333333333333
19,mis,match,kon,13.0,328.6666666666667
19,mis,match,zij,14.0,288.3333333333333
19,mis,match,al,15.0,347.3333333333333
19,mis,match,echt,16.0,363.6666666666667
19,mis,match,heerlijke,17.0,383.0
19,mis,match,taarten,18.0,450.6666666666667
19,mis,match,bakken.,19.0,662.3333333333334
19,mis,mis,De,1.0,324.0
19,mis,mis,bakker,2.0,347.5
19,mis,mis,had,3.0,294.0
19,mis,mis,een,4.0,436.5
19,mis,mis,stagiar,5.0,477.0
19,mis,mis,meer,6.0,280.5
19,mis,mis,aangenomen,7.0,318.5
19,mis,mis,dat,8.0,444.5
19,mis,mis,jaar.,9.0,884.0
19,mis,mis,Enkele,10.0,510.5
19,mis,mis,jaren,11.0,253.0
19,mis,mis,terug,12.0,238.0
19,mis,mis,kon,13.0,259.5
19,mis,mis,zij,14.0,350.5
19,mis,mis,al,15.0,290.0
19,mis,mis,echt,16.0,227.5
19,mis,mis,heerlijke,17.0,349.0
19,mis,mis,taarten,18.0,270.0
19,mis,mis,bakken.,19.0,532.5
2,match,match,De,1.0,285.0
2,match,match,dokter,2.0,207.5
2,match,match,maakte,3.0,361.5
2,match,match,met,4.0,286.5
2,match,match,een,5.0,245.5
2,match,match,logopedist,6.0,351.0
2,match,match,een,7.0,377.5
2,match,match,praatje,8.0,343.0
2,match,match,die,9.0,307.5
2,match,match,dag.,10.0,621.0
2,match,match,Zoals,11.0,362.5
2,match,match,wel,12.0,218.5
2,match,match,vaker,13.0,260.5
2,match,match,ging,14.0,314.0
2,match,match,hij,15.0,312.0
2,match,match,helemaal,16.0,249.5
2,match,match,op,17.0,290.0
2,match,match,in,18.0,333.5
2,match,match,het,19.0,302.5
2,match,match,werk.,20.0,1168.0
2,match,mis,De,1.0,324.6666666666667
2,match,mis,dokter,2.0,391.6666666666667
2,match,mis,maakte,3.0,405.0
2,match,mis,met,4.0,383.0
2,match,mis,een,5.0,392.0
2,match,mis,logopediste,6.0,553.3333333333334
2,match,mis,een,7.0,447.6666666666667
2,match,mis,praatje,8.0,449.3333333333333
2,match,mis,die,9.0,471.0
2,match,mis,dag.,10.0,609.6666666666666
2,match,mis,Zoals,11.0,428.6666666666667
2,match,mis,wel,12.0,343.6666666666667
2,match,mis,vaker,13.0,428.6666666666667
2,match,mis,ging,14.0,338.0
2,match,mis,hij,15.0,360.6666666666667
2,match,mis,helemaal,16.0,342.3333333333333
2,match,mis,op,17.0,390.6666666666667
2,match,mis,in,18.0,313.6666666666667
2,match,mis,het,19.0,379.6666666666667
2,match,mis,werk.,20.0,772.3333333333334
2,mis,match,De,1.0,378.3333333333333
2,mis,match,dokter,2.0,360.6666666666667
2,mis,match,maakte,3.0,336.3333333333333
2,mis,match,met,4.0,295.6666666666667
2,mis,match,een,5.0,274.6666666666667
2,mis,match,logopediste,6.0,517.6666666666666
2,mis,match,een,7.0,340.6666666666667
2,mis,match,praatje,8.0,264.6666666666667
2,mis,match,die,9.0,387.3333333333333
2,mis,match,dag.,10.0,414.6666666666667
2,mis,match,Zoals,11.0,445.6666666666667
2,mis,match,wel,12.0,305.0
2,mis,match,vaker,13.0,254.0
2,mis,match,ging,14.0,251.66666666666666
2,mis,match,zij,15.0,236.0
2,mis,match,helemaal,16.0,290.0
2,mis,match,op,17.0,272.3333333333333
2,mis,match,in,18.0,284.0
2,mis,match,het,19.0,251.66666666666666
2,mis,match,werk.,20.0,430.3333333333333
2,mis,mis,De,1.0,305.6666666666667
2,mis,mis,dokter,2.0,252.33333333333334
2,mis,mis,maakte,3.0,206.0
2,mis,mis,met,4.0,249.33333333333334
2,mis,mis,een,5.0,235.66666666666666
2,mis,mis,logopedist,6.0,296.3333333333333
2,mis,mis,een,7.0,226.66666666666666
2,mis,mis,praatje,8.0,218.66666666666666
2,mis,mis,die,9.0,203.33333333333334
2,mis,mis,dag.,10.0,295.3333333333333
2,mis,mis,Zoals,11.0,376.6666666666667
2,mis,mis,wel,12.0,200.66666666666666
2,mis,mis,vaker,13.0,190.33333333333334
2,mis,mis,ging,14.0,176.66666666666666
2,mis,mis,zij,15.0,188.66666666666666
2,mis,mis,helemaal,16.0,220.0
2,mis,mis,op,17.0,288.3333333333333
2,mis,mis,in,18.0,196.0
2,mis,mis,het,19.0,213.66666666666666
2,mis,mis,werk.,20.0,299.6666666666667
20,match,match,De,1.0,530.5
20,match,match,crimineel,2.0,514.0
20,match,match,liep,3.0,352.0
20,match,match,slechts,4.0,406.0
20,match,match,één,5.0,426.25
20,match,match,schoonmaker,6.0,487.25
20,match,match,tegen,7.0,346.25
20,match,match,het,8.0,365.5
20,match,match,lijf,9.0,387.25
20,match,match,op,10.0,414.25
20,match,match,het,11.0,387.75
20,match,match,plaats,12.0,514.75
20,match,match,delict.,13.0,491.5
20,match,match,Een,14.0,534.75
20,match,match,aantal,15.0,368.75
20,match,match,keer,16.0,421.0
20,match,match,had,17.0,357.25
20,match,match,hij,18.0,353.5
20,match,match,zich,19.0,376.75
20,match,match,in,20.0,357.25
20,match,match,de,21.0,385.75
20,match,match,bezemkast,22.0,430.0
20,match,match,verstopt.,23.0,468.0
20,match,mis,De,1.0,250.5
20,match,mis,crimineel,2.0,363.0
20,match,mis,liep,3.0,319.5
20,match,mis,slechts,4.0,391.5
20,match,mis,één,5.0,466.5
20,match,mis,schoonmaakster,6.0,289.0
20,match,mis,tegen,7.0,888.0
20,match,mis,het,8.0,234.0
20,match,mis,lijf,9.0,406.0
20,match,mis,op,10.0,361.5
20,match,mis,het,11.0,460.5
20,match,mis,plaats,12.0,317.5
20,match,mis,delict.,13.0,858.5
20,match,mis,Een,14.0,555.5
20,match,mis,aantal,15.0,204.0
20,match,mis,keer,16.0,470.0
20,match,mis,had,17.0,283.0
20,match,mis,hij,18.0,287.0
20,match,mis,zich,19.0,299.5
20,match,mis,in,20.0,323.0
20,match,mis,de,21.0,337.0
20,match,mis,bezemkast,22.0,419.5
20,match,mis,verstopt.,23.0,1334.0
20,mis,match,De,1.0,330.6666666666667
20,mis,match,crimineel,2.0,462.3333333333333
20,mis,match,liep,3.0,296.0
20,mis,match,slechts,4.0,343.0
20,mis,match,één,5.0,320.3333333333333
20,mis,match,schoonmaakster,6.0,335.6666666666667
20,mis,match,tegen,7.0,424.6666666666667
20,mis,match,het,8.0,329.0
20,mis,match,lijf,9.0,247.0
20,mis,match,op,10.0,236.33333333333334
20,mis,match,het,11.0,246.33333333333334
20,mis,match,plaats,12.0,231.66666666666666
20,mis,match,delict.,13.0,447.3333333333333
20,mis,match,Een,14.0,528.3333333333334
20,mis,match,aantal,15.0,273.0
20,mis,match,keer,16.0,220.66666666666666
20,mis,match,had,17.0,333.0
20,mis,match,zij,18.0,284.6666666666667
20,mis,match,zich,19.0,316.6666666666667
20,mis,match,in,20.0,284.0
20,mis,match,de,21.0,271.6666666666667
20,mis,match,bezemkast,22.0,289.0
20,mis,match,verstopt.,23.0,481.6666666666667
20,mis,mis,De,1.0,457.8
20,mis,mis,crimineel,2.0,427.0
20,mis,mis,liep,3.0,686.0
20,mis,mis,slechts,4.0,444.4
20,mis,mis,één,5.0,381.5
20,mis,mis,��n,5.0,468.0
20,mis,mis,schoonmaker,6.0,398.8
20,mis,mis,tegen,7.0,509.8
20,mis,mis,het,8.0,352.6
20,mis,mis,lijf,9.0,340.0
20,mis,mis,op,10.0,349.6
20,mis,mis,het,11.0,306.8
20,mis,mis,plaats,12.0,397.6
20,mis,mis,delict.,13.0,504.6
20,mis,mis,Een,14.0,502.6
20,mis,mis,aantal,15.0,355.2
20,mis,mis,keer,16.0,400.6
20,mis,mis,had,17.0,356.0
20,mis,mis,zij,18.0,345.4
20,mis,mis,zich,19.0,350.2
20,mis,mis,in,20.0,424.6
20,mis,mis,de,21.0,329.2
20,mis,mis,bezemkast,22.0,418.2
20,mis,mis,verstopt.,23.0,533.0
21,match,match,De,1.0,396.0
21,match,match,chirurg,2.0,437.4
21,match,match,gaf,3.0,354.6
21,match,match,aan,4.0,370.0
21,match,match,slechts,5.0,331.2
21,match,match,één,6.0,364.2
21,match,match,zoon,7.0,307.4
21,match,match,genoeg,8.0,325.0
21,match,match,informatie,9.0,376.4
21,match,match,die,10.0,390.6
21,match,match,dag.,11.0,1258.6
21,match,match,Al,12.0,433.0
21,match,match,sinds,13.0,355.0
21,match,match,weken,14.0,329.2
21,match,match,was,15.0,357.4
21,match,match,hij,16.0,348.0
21,match,match,heel,17.0,326.8
21,match,match,erg,18.0,339.6
21,match,match,in,19.0,331.8
21,match,match,de,20.0,346.8
21,match,match,war.,21.0,567.8
21,match,mis,De,1.0,395.2
21,match,mis,chirurg,2.0,392.2
21,match,mis,gaf,3.0,602.4
21,match,mis,aan,4.0,430.0
21,match,mis,slechts,5.0,648.4
21,match,mis,één,6.0,561.0
21,match,mis,��n,6.0,605.0
21,match,mis,dochter,7.0,814.8
21,match,mis,genoeg,8.0,563.4
21,match,mis,informatie,9.0,508.0
21,match,mis,die,10.0,435.6
21,match,mis,dag.,11.0,617.4
21,match,mis,Al,12.0,542.8
21,match,mis,sinds,13.0,395.8
21,match,mis,weken,14.0,442.0
21,match,mis,was,15.0,419.2
21,match,mis,hij,16.0,414.2
21,match,mis,heel,17.0,397.6
21,match,mis,erg,18.0,403.4
21,match,mis,in,19.0,410.4
21,match,mis,de,20.0,369.6
21,match,mis,war.,21.0,676.4
21,mis,match,De,1.0,235.5
21,mis,match,chirurg,2.0,335.0
21,mis,match,gaf,3.0,193.5
21,mis,match,aan,4.0,311.5
21,mis,match,slechts,5.0,260.0
21,mis,match,één,6.0,342.0
21,mis,match,dochter,7.0,282.0
21,mis,match,genoeg,8.0,287.5
21,mis,match,informatie,9.0,456.0
21,mis,match,die,10.0,336.0
21,mis,match,dag.,11.0,1982.5
21,mis,match,Al,12.0,363.0
21,mis,match,sinds,13.0,218.5
21,mis,match,weken,14.0,230.0
21,mis,match,was,15.0,246.5
21,mis,match,zij,16.0,261.0
21,mis,match,heel,17.0,237.0
21,mis,match,erg,18.0,224.0
21,mis,match,in,19.0,321.0
21,mis,match,de,20.0,256.5
21,mis,match,war.,21.0,918.5
21,mis,mis,De,1.0,507.75
21,mis,mis,chirurg,2.0,526.75
21,mis,mis,gaf,3.0,574.25
21,mis,mis,aan,4.0,482.25
21,mis,mis,slechts,5.0,456.5
21,mis,mis,één,6.0,494.25
21,mis,mis,zoon,7.0,497.0
21,mis,mis,genoeg,8.0,458.5
21,mis,mis,informatie,9.0,434.5
21,mis,mis,die,10.0,805.75
21,mis,mis,dag.,11.0,977.5
21,mis,mis,Al,12.0,536.5
21,mis,mis,sinds,13.0,435.5
21,mis,mis,weken,14.0,406.75
21,mis,mis,was,15.0,453.0
21,mis,mis,zij,16.0,338.25
21,mis,mis,heel,17.0,478.5
21,mis,mis,erg,18.0,444.0
21,mis,mis,in,19.0,443.5
21,mis,mis,de,20.0,484.0
21,mis,mis,war.,21.0,444.3333333333333
22,match,match,De,1.0,550.5
22,match,match,coach,2.0,415.5
22,match,match,moedigde,3.0,471.0
22,match,match,slechts,4.0,377.5
22,match,match,één,5.0,455.5
22,match,match,turner,6.0,348.5
22,match,match,enthousiast,7.0,385.0
22,match,match,aan,8.0,379.0
22,match,match,die,9.0,336.0
22,match,match,ochtend.,10.0,372.5
22,match,match,De,11.0,383.5
22,match,match,dag,12.0,361.5
22,match,match,ervoor,13.0,356.5
22,match,match,had,14.0,353.5
22,match,match,hij,15.0,325.0
22,match,match,niet,16.0,338.0
22,match,match,echt,17.0,380.5
22,match,match,maximale,18.0,327.0
22,match,match,inzet,19.0,436.5
22,match,match,getoond.,20.0,344.0
22,match,mis,De,1.0,520.0
22,match,mis,coach,2.0,439.0
22,match,mis,moedigde,3.0,680.25
22,match,mis,slechts,4.0,657.25
22,match,mis,één,5.0,419.5
22,match,mis,turnster,6.0,399.25
22,match,mis,enthousiast,7.0,656.5
22,match,mis,aan,8.0,400.25
22,match,mis,die,9.0,405.0
22,match,mis,ochtend.,10.0,441.25
22,match,mis,De,11.0,464.25
22,match,mis,dag,12.0,478.75
22,match,mis,ervoor,13.0,396.5
22,match,mis,had,14.0,390.5
22,match,mis,hij,15.0,447.25
22,match,mis,niet,16.0,396.5
22,match,mis,echt,17.0,416.75
22,match,mis,maximale,18.0,553.25
22,match,mis,inzet,19.0,528.5
22,match,mis,getoond.,20.0,1487.3333333333333
22,mis,match,De,1.0,408.6
22,mis,match,coach,2.0,516.2
22,mis,match,moedigde,3.0,655.2
22,mis,match,slechts,4.0,521.6
22,mis,match,één,5.0,597.25
22,mis,match,��n,5.0,1595.0
22,mis,match,turnster,6.0,446.6
22,mis,match,enthousiast,7.0,707.0
22,mis,match,aan,8.0,481.2
22,mis,match,die,9.0,368.0
22,mis,match,ochtend.,10.0,548.8
22,mis,match,De,11.0,699.0
22,mis,match,dag,12.0,387.8
22,mis,match,ervoor,13.0,452.8
22,mis,match,had,14.0,343.8
22,mis,match,zij,15.0,471.2
22,mis,match,niet,16.0,367.0
22,mis,match,echt,17.0,402.2
22,mis,match,maximale,18.0,476.4
22,mis,match,inzet,19.0,413.8
22,mis,match,getoond.,20.0,709.6
22,mis,mis,De,1.0,345.6
22,mis,mis,coach,2.0,372.8
22,mis,mis,moedigde,3.0,401.8
22,mis,mis,slechts,4.0,447.4
22,mis,mis,één,5.0,392.2
22,mis,mis,turner,6.0,378.8
22,mis,mis,enthousiast,7.0,463.8
22,mis,mis,aan,8.0,323.2
22,mis,mis,die,9.0,373.2
22,mis,mis,ochtend.,10.0,329.2
22,mis,mis,De,11.0,475.2
22,mis,mis,dag,12.0,330.2
22,mis,mis,ervoor,13.0,336.4
22,mis,mis,had,14.0,323.2
22,mis,mis,zij,15.0,328.8
22,mis,mis,niet,16.0,351.2
22,mis,mis,echt,17.0,365.8
22,mis,mis,maximale,18.0,327.0
22,mis,mis,inzet,19.0,365.4
22,mis,mis,getoond.,20.0,613.2
23,match,match,De,1.0,336.3333333333333
23,match,match,rechter,2.0,428.6666666666667
23,match,match,luisterde,3.0,301.6666666666667
23,match,match,naar,4.0,484.6666666666667
23,match,match,slechts,5.0,263.0
23,match,match,één,6.0,362.6666666666667
23,match,match,weduwnaar,7.0,291.6666666666667
23,match,match,geduldig,8.0,462.0
23,match,match,in,9.0,317.0
23,match,match,deze,10.0,281.3333333333333
23,match,match,zaak.,11.0,441.3333333333333
23,match,match,Nog,12.0,426.6666666666667
23,match,match,nooit,13.0,279.6666666666667
23,match,match,tevoren,14.0,257.3333333333333
23,match,match,kwam,15.0,416.3333333333333
23,match,match,hij,16.0,336.0
23,match,match,zo,17.0,327.0
23,match,match,enorm,18.0,314.0
23,match,match,erg,19.0,391.0
23,match,match,ongeloofwaardig,20.0,575.3333333333334
23,match,match,over.,21.0,1289.6666666666667
23,match,mis,De,1.0,345.4
23,match,mis,rechter,2.0,364.4
23,match,mis,luisterde,3.0,378.8
23,match,mis,naar,4.0,317.8
23,match,mis,slechts,5.0,364.2
23,match,mis,één,6.0,321.0
23,match,mis,weduwe,7.0,334.8
23,match,mis,geduldig,8.0,362.6
23,match,mis,in,9.0,348.2
23,match,mis,deze,10.0,315.6
23,match,mis,zaak.,11.0,593.6
23,match,mis,Nog,12.0,374.2
23,match,mis,nooit,13.0,385.8
23,match,mis,tevoren,14.0,322.0
23,match,mis,kwam,15.0,395.2
23,match,mis,hij,16.0,331.0
23,match,mis,zo,17.0,323.0
23,match,mis,enorm,18.0,365.2
23,match,mis,erg,19.0,402.4
23,match,mis,ongeloofwaardig,20.0,438.2
23,match,mis,over.,21.0,416.8
23,mis,match,De,1.0,475.5
23,mis,match,rechter,2.0,473.0
23,mis,match,luisterde,3.0,411.75
23,mis,match,naar,4.0,368.5
23,mis,match,slechts,5.0,431.75
23,mis,match,één,6.0,388.0
23,mis,match,weduwe,7.0,438.6666666666667
23,mis,match,geduldig,8.0,541.25
23,mis,match,in,9.0,412.25
23,mis,match,deze,10.0,438.75
23,mis,match,zaak.,11.0,505.25
23,mis,match,Nog,12.0,750.25
23,mis,match,nooit,13.0,378.5
23,mis,match,tevoren,14.0,460.0
23,mis,match,kwam,15.0,330.3333333333333
23,mis,match,zij,16.0,440.0
23,mis,match,zo,17.0,407.75
23,mis,match,enorm,18.0,420.0
23,mis,match,erg,19.0,393.0
23,mis,match,ongeloofwaardig,20.0,542.5
23,mis,match,over.,21.0,798.3333333333334
23,mis,mis,De,1.0,753.0
23,mis,mis,rechter,2.0,389.0
23,mis,mis,luisterde,3.0,409.0
23,mis,mis,naar,4.0,358.5
23,mis,mis,slechts,5.0,358.0
23,mis,mis,één,6.0,398.0
23,mis,mis,weduwnaar,7.0,606.0
23,mis,mis,geduldig,8.0,369.5
23,mis,mis,in,9.0,393.5
23,mis,mis,deze,10.0,379.0
23,mis,mis,zaak.,11.0,620.0
23,mis,mis,Nog,12.0,988.5
23,mis,mis,nooit,13.0,939.5
23,mis,mis,tevoren,14.0,358.5
23,mis,mis,kwam,15.0,574.5
23,mis,mis,zij,16.0,377.5
23,mis,mis,zo,17.0,373.0
23,mis,mis,enorm,18.0,404.0
23,mis,mis,erg,19.0,386.5
23,mis,mis,ongeloofwaardig,20.0,504.0
23,mis,mis,over.,21.0,1072.0
24,match,match,De,1.0,419.6666666666667
24,match,match,officier,2.0,366.0
24,match,match,schreeuwde,3.0,350.6666666666667
24,match,match,naar,4.0,600.3333333333334
24,match,match,slechts,5.0,342.3333333333333
24,match,match,één,6.0,355.0
24,match,match,verpleger,7.0,401.3333333333333
24,match,match,luid,8.0,362.3333333333333
24,match,match,genoeg,9.0,358.0
24,match,match,die,10.0,429.3333333333333
24,match,match,dag.,11.0,453.0
24,match,match,Tijdens,12.0,369.6666666666667
24,match,match,die,13.0,311.3333333333333
24,match,match,missie,14.0,379.0
24,match,match,zat,15.0,351.3333333333333
24,match,match,hij,16.0,370.0
24,match,match,in,17.0,351.0
24,match,match,een,18.0,354.0
24,match,match,bijna,19.0,316.0
24,match,match,geluidsdichte,20.0,502.3333333333333
24,match,match,bunker.,21.0,875.3333333333334
24,match,mis,De,1.0,329.5
24,match,mis,officier,2.0,420.5
24,match,mis,schreeuwde,3.0,352.0
24,match,mis,naar,4.0,380.5
24,match,mis,slechts,5.0,381.0
24,match,mis,één,6.0,377.0
24,match,mis,verpleegster,7.0,372.0
24,match,mis,luid,8.0,519.0
24,match,mis,genoeg,9.0,356.0
24,match,mis,die,10.0,382.0
24,match,mis,dag.,11.0,1387.5
24,match,mis,Tijdens,12.0,416.5
24,match,mis,die,13.0,324.0
24,match,mis,missie,14.0,392.0
24,match,mis,zat,15.0,461.0
24,match,mis,hij,16.0,345.5
24,match,mis,in,17.0,331.0
24,match,mis,een,18.0,339.5
24,match,mis,bijna,19.0,382.0
24,match,mis,geluidsdichte,20.0,501.0
24,match,mis,bunker.,21.0,856.0
24,mis,match,De,1.0,338.2
24,mis,match,officier,2.0,324.6
24,mis,match,schreeuwde,3.0,352.2
24,mis,match,naar,4.0,518.2
24,mis,match,slechts,5.0,393.0
24,mis,match,één,6.0,443.8
24,mis,match,verpleegster,7.0,364.6
24,mis,match,luid,8.0,432.0
24,mis,match,genoeg,9.0,371.8
24,mis,match,die,10.0,336.4
24,mis,match,dag.,11.0,541.2
24,mis,match,Tijdens,12.0,456.0
24,mis,match,die,13.0,388.6
24,mis,match,missie,14.0,370.8
24,mis,match,zat,15.0,339.8
24,mis,match,zij,16.0,318.0
24,mis,match,in,17.0,309.2
24,mis,match,een,18.0,330.4
24,mis,match,bijna,19.0,330.8
24,mis,match,geluidsdichte,20.0,426.8
24,mis,match,bunker.,21.0,486.0
24,mis,mis,De,1.0,392.5
24,mis,mis,officier,2.0,301.3333333333333
24,mis,mis,schreeuwde,3.0,411.0
24,mis,mis,naar,4.0,268.6666666666667
24,mis,mis,slechts,5.0,293.0
24,mis,mis,één,6.0,280.6666666666667
24,mis,mis,verpleger,7.0,332.6666666666667
24,mis,mis,luid,8.0,392.6666666666667
24,mis,mis,genoeg,9.0,298.0
24,mis,mis,die,10.0,331.6666666666667
24,mis,mis,dag.,11.0,367.0
24,mis,mis,Tijdens,12.0,1315.0
24,mis,mis,die,13.0,297.3333333333333
